Source,Source_Type,Target,Target_Type,Hypothesis_Class,Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Node2Vec_Integrated_Score,ML_Probability,Final_AI_Rank_Score
toxicity,BIOLOGICAL_PROCESS,expression,BIOLOGICAL_PROCESS,semantic_hypothesis,575.226447872181,195.0,41,7,10.87989060275715,0.5466666666666666,3264,68,48,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_catenella; regulation; alexandrium_minutum; biosynthesis; cyanobacteria; alexandrium_tamarense; nutrient; sxta; phylogenetic; toxin_production; alexandrium_fundyense; bloom; light; evolution,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,transcription,BIOLOGICAL_PROCESS,semantic_hypothesis,144.39638141649732,30.0,16,5,3.9204129304708832,0.35555555555555557,798,42,19,alexandrium; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; expression; dinoflagellates; alexandrium_fundyense; evolution; saxitoxin_biosynthesis; bloom; alexandrium_catenella; alexandrium_minutum; sxta; regulation; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
expression,BIOLOGICAL_PROCESS,lyngbya,CYANO_TAXON,semantic_hypothesis,143.9959093074512,25.0,16,7,3.988520691461449,0.3018867924528302,1008,48,21,cyanobacteria; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; anabaena; cylindrospermopsis; alexandrium; toxin_production; mass_spectrometry; gymnodinium; bloom; cyanobacterium; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nitrogen,ENV_FACTOR,transcription,BIOLOGICAL_PROCESS,semantic_hypothesis,143.95465550003206,30.0,16,5,3.938866211554504,0.3076923076923077,931,49,19,alexandrium; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; expression; regulation; dinoflagellates; alexandrium_fundyense; evolution; bloom; alexandrium_catenella; alexandrium_minutum; sxta; gene_expression; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gonyautoxin,TOXIN,transcription,BIOLOGICAL_PROCESS,process_toxin_association,143.77097790581357,30.0,16,5,3.9040074714253072,0.2962962962962963,969,51,19,alexandrium; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; gymnodinium; gymnodinium_catenatum; dinoflagellates; bloom; alexandrium_catenella; alexandrium_minutum; sxta; expression; regulation; gene_expression; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
anabaena,CYANO_TAXON,sxtu,SXT_GENE,cyano_gene_transfer_signal,143.71293089326562,21.0,19,6,4.856465446632811,0.5,756,36,21,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; saxitoxin_biosynthesis; lc_ms; sxta; expression; lc_ms_ms; cyanobacterial; dinoflagellate; paralytic_shellfish_poisoning; cylindrospermopsis; dinoflagellates; mass_spectrometry; cyanobacterium; phylogenetic; biosynthesis; gymnodinium; gymnodinium_catenatum,TOXIN; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; DETECTION_METHOD; SXT_GENE; BIOLOGICAL_PROCESS; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; DETECTION_METHOD; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
salinity,ENV_FACTOR,cylindrospermopsis,CYANO_TAXON,semantic_hypothesis,143.2119749914038,29.0,15,6,3.635399260407774,0.29411764705882354,1064,38,28,paralytic_shellfish_poisoning; saxitoxin; paralytic_shellfish_toxins; toxicity; dinoflagellates; cyanobacteria; pyrodinium; dinoflagellate; alexandrium; mass_spectrometry; gymnodinium; bloom; lc_ms; hplc; biosynthesis,TOXIN; TOXIN; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; DETECTION_METHOD; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
temperature,ENV_FACTOR,cylindrospermopsis,CYANO_TAXON,semantic_hypothesis,143.1252004871623,31.0,14,6,3.3557036918569962,0.2413793103448276,1232,44,28,paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; toxicity; biosynthesis; pyrodinium; dinoflagellate; alexandrium; gymnodinium; saxitoxin_biosynthesis; bloom; hplc; sxta,TOXIN; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DETECTION_METHOD; SXT_GENE,dino_pre2016,unvalidated_candidate,,,,,
sxt_genes,SXT_GENE,transcriptomic,BIOLOGICAL_PROCESS,gene_process_association,143.04960831192403,29.0,16,5,3.9195409980672817,0.42105263157894735,720,30,24,alexandrium; dinoflagellate; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; biosynthesis; transcriptome; toxicity; alexandrium_tamarense; evolution; bloom; alexandrium_catenella; light; expression,DINO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,warming,ENV_FACTOR,semantic_hypothesis,142.4958254117524,28.0,18,4,4.549799498329042,0.33962264150943394,1218,42,29,saxitoxin; dinoflagellate; toxicity; alexandrium; temperature; toxin_production; nutrient; alexandrium_fundyense; pyrodinium; gtx; light; paralytic_shellfish_poisoning; gene_duplication; expression; regulation; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DINO_TAXON; TOXIN; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_tamiyavanichii,DINO_TAXON,sxtg,SXT_GENE,taxon_gene_association,142.47591022228275,29.0,16,5,3.877489994862307,0.37209302325581395,828,23,36,dinoflagellate; alexandrium; saxitoxin; dinoflagellates; paralytic_shellfish_poisoning; alexandrium_minutum; cyanobacteria; paralytic_shellfish_toxins; pyrodinium; gonyautoxin; toxicity; toxin_production; saxitoxin_biosynthesis; sxta; pyrodinium_bahamense; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_tamiyavanichii,DINO_TAXON,sxt_genes,SXT_GENE,taxon_gene_association,142.22842483052816,28.0,15,6,3.640528204737757,0.39473684210526316,690,23,30,alexandrium; dinoflagellate; saxitoxin; dinoflagellates; paralytic_shellfish_poisoning; cyanobacteria; paralytic_shellfish_toxins; pyrodinium; toxicity; saxitoxin_biosynthesis; alexandrium_catenella; light; sxta; pyrodinium_bahamense; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_tamarense,DINO_TAXON,sxtu,SXT_GENE,taxon_gene_association,142.09361298671234,21.0,19,6,4.8503779219276035,0.3392857142857143,1134,54,21,saxitoxin; cyanobacteria; paralytic_shellfish_toxins; sxt_genes; saxitoxin_biosynthesis; lc_ms; sxta; expression; lc_ms_ms; cyanobacterial; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; mass_spectrometry; cyanobacterium; phylogenetic; biosynthesis; gymnodinium; gymnodinium_catenatum,TOXIN; CYANO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS; DETECTION_METHOD; SXT_GENE; BIOLOGICAL_PROCESS; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; DETECTION_METHOD; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
anabaena,CYANO_TAXON,climate,ENV_FACTOR,semantic_hypothesis,142.03837210092226,32.0,13,6,3.1061425722002496,0.2826086956521739,828,36,23,alexandrium; dinoflagellate; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; bloom; cyanobacterial; cyanobacteria; toxicity; toxin_biosynthesis; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
regulation,BIOLOGICAL_PROCESS,lyngbya,CYANO_TAXON,semantic_hypothesis,141.89175254578666,24.0,16,7,3.877248821912945,0.3137254901960784,966,46,21,cyanobacteria; dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; hplc; pyrodinium; alexandrium; toxicity; toxin_production; gymnodinium; bloom; anabaena; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; CYANO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,sxt_genes,SXT_GENE,environment_gene_regulation,141.5881472821612,33.0,15,4,3.627406974413927,0.3333333333333333,900,30,30,saxitoxin; alexandrium; dinoflagellate; saxitoxin_biosynthesis; biosynthesis; paralytic_shellfish_toxins; dinoflagellates; toxicity; alexandrium_tamarense; bloom; gymnodinium; toxin_biosynthesis; light; paralytic_shellfish_poisoning; gymnodinium_catenatum,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,transcriptomic,BIOLOGICAL_PROCESS,semantic_hypothesis,140.68348547506008,30.0,15,5,3.5975566910184056,0.3488372093023256,816,34,24,alexandrium; dinoflagellate; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; saxitoxin; cyanobacteria; toxin_production; expression; dinoflagellates; toxicity; alexandrium_tamarense; bloom; alexandrium_minutum; nitrogen; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; CYANO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
sxt_genes,SXT_GENE,climate,ENV_FACTOR,environment_gene_regulation,140.36013936069534,29.0,14,6,3.3851978854758733,0.358974358974359,690,30,23,alexandrium; dinoflagellate; saxitoxin; dinoflagellates; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; cyanobacterial; cyanobacteria; toxicity; sxtg; bloom; toxin_biosynthesis; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; CYANO_TAXON; CYANO_TAXON; BIOLOGICAL_PROCESS; SXT_GENE; ENV_FACTOR; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,alexandrium_tamiyavanichii,DINO_TAXON,cross_taxa_association,139.96016122152662,29.0,14,6,3.3521736340191217,0.32558139534883723,782,34,23,alexandrium; dinoflagellate; hplc; saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; cyanobacteria; paralytic_shellfish_toxins; toxicity; toxin_production; saxitoxin_biosynthesis; alexandrium_minutum; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; DETECTION_METHOD; TOXIN; TOXIN; DINO_TAXON; CYANO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_catenella,DINO_TAXON,lyngbya,CYANO_TAXON,cross_taxa_association,139.64057069920366,23.0,16,7,3.865739895056375,0.2909090909090909,1050,50,21,cyanobacteria; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; hplc; cyanobacterial; pyrodinium; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; paralytic_shellfish_poisoning; sxta; biosynthesis,CYANO_TAXON; DINO_TAXON; TOXIN; TOXIN; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
cylindrospermopsis,CYANO_TAXON,horizontal_gene_transfer,BIOLOGICAL_PROCESS,semantic_hypothesis,139.3797516443608,29.0,15,5,3.7161916116540854,0.39473684210526316,700,28,25,cyanobacteria; saxitoxin; dinoflagellates; paralytic_shellfish_poisoning; phylogenetic; biosynthesis; aphanizomenon; paralytic_shellfish_toxins; cyanobacterial; dinoflagellate; alexandrium; gymnodinium; saxitoxin_biosynthesis; anabaena; sxta,CYANO_TAXON; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; CYANO_TAXON; TOXIN; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; SXT_GENE,dino_pre2016,unvalidated_candidate,,,,,
harmful_algal_bloom,ENV_FACTOR,horizontal_gene_transfer,BIOLOGICAL_PROCESS,semantic_hypothesis,139.31648573837725,25.0,16,6,3.8804650914108523,0.35555555555555557,900,36,25,saxitoxin; dinoflagellates; paralytic_shellfish_poisoning; cyanobacterial; cyanobacteria; paralytic_shellfish_toxins; alexandrium_fundyense; dinoflagellate; alexandrium; gymnodinium; toxin_biosynthesis; alexandrium_minutum; nitrogen; sxta; gymnodinium_catenatum; biosynthesis,TOXIN; DINO_TAXON; TOXIN; CYANO_TAXON; CYANO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; SXT_GENE; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,irradiance,ENV_FACTOR,semantic_hypothesis,139.22642730778523,30.0,16,4,3.911085994318141,0.3404255319148936,882,42,21,alexandrium; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; temperature; alexandrium_minutum; alexandrium_fundyense; toxicity; salinity; toxin_production; bloom; alexandrium_catenella; light; nutrient,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
harmful_algal_bloom,ENV_FACTOR,transcription,BIOLOGICAL_PROCESS,semantic_hypothesis,138.97753543708657,29.0,15,5,3.613767718543284,0.375,684,36,19,alexandrium; saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; gymnodinium; gymnodinium_catenatum; dinoflagellates; alexandrium_fundyense; bloom; alexandrium_catenella; alexandrium_minutum; sxta; expression; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
paralytic_shellfish_poisoning,TOXIN,gene_duplication,BIOLOGICAL_PROCESS,process_toxin_association,138.24473487410216,22.0,19,5,4.904418719102362,0.24358974358974358,1482,78,19,alexandrium; dinoflagellate; biosynthesis; transcriptome; alexandrium_fundyense; pyrodinium; sxt_genes; saxitoxin_biosynthesis; sxta; expression; pyrodinium_bahamense; warming; saxitoxin; evolution; dinoflagellates; phylogeny; gymnodinium; sxtg; gymnodinium_catenatum,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; SXT_GENE; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
nitrate,ENV_FACTOR,aphanizomenon,CYANO_TAXON,semantic_hypothesis,138.04237770885132,32.0,12,6,2.8447182661903687,0.23529411764705882,962,37,26,saxitoxin; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; alexandrium; hplc; dinoflagellates; cyanobacteria; pyrodinium; toxicity; gymnodinium; bloom,TOXIN; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; CYANO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_ostenfeldii,DINO_TAXON,cylindrospermopsis,CYANO_TAXON,cross_taxa_association,138.00483884715322,28.0,14,6,3.41151033266752,0.3181818181818182,840,30,28,paralytic_shellfish_poisoning; saxitoxin; dinoflagellates; paralytic_shellfish_toxins; toxicity; cyanobacterial; dinoflagellate; alexandrium; mass_spectrometry; gymnodinium; bloom; lc_ms; hplc; phylogenetic,TOXIN; TOXIN; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; DINO_TAXON; DETECTION_METHOD; DINO_TAXON; ENV_FACTOR; DETECTION_METHOD; DETECTION_METHOD; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
pyrodinium_bahamense,DINO_TAXON,lyngbya,CYANO_TAXON,cross_taxa_association,137.93147979011275,22.0,16,7,3.865739895056375,0.32,945,45,21,dinoflagellates; saxitoxin; cyanobacterial; paralytic_shellfish_toxins; hplc; cyanobacteria; pyrodinium; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; paralytic_shellfish_poisoning; sxta; biosynthesis,DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium,DINO_TAXON,sxtb,SXT_GENE,taxon_gene_association,137.7507224625207,23.0,17,6,4.299411864171739,0.21518987341772153,1343,79,17,cyanobacterial; cyanobacteria; dinoflagellate; sxtg; sxta; dinoflagellates; saxitoxin; paralytic_shellfish_toxins; transcriptome; climate; evolution; toxin_production; bloom; toxin_biosynthesis; paralytic_shellfish_poisoning; nutrient; biosynthesis,CYANO_TAXON; CYANO_TAXON; DINO_TAXON; SXT_GENE; SXT_GENE; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
phosphorus,ENV_FACTOR,transcription,BIOLOGICAL_PROCESS,semantic_hypothesis,137.6283539359852,28.0,15,5,3.6713198251354497,0.42857142857142855,589,31,19,alexandrium; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; saxitoxin; expression; regulation; dinoflagellates; alexandrium_fundyense; bloom; alexandrium_catenella; alexandrium_minutum; sxta; gene_expression; biosynthesis,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; TOXIN; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; ENV_FACTOR; DINO_TAXON; DINO_TAXON; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,lyngbya,CYANO_TAXON,semantic_hypothesis,137.58862264725562,22.0,16,7,3.865739895056375,0.2857142857142857,1071,51,21,dinoflagellates; saxitoxin; cyanobacteria; paralytic_shellfish_toxins; hplc; cyanobacterial; pyrodinium; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; paralytic_shellfish_poisoning; sxta; biosynthesis,DINO_TAXON; TOXIN; CYANO_TAXON; TOXIN; DETECTION_METHOD; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_ostenfeldii,DINO_TAXON,irradiance,ENV_FACTOR,semantic_hypothesis,137.4342999543239,28.0,15,5,3.6338166438286255,0.4166666666666667,630,30,21,alexandrium; paralytic_shellfish_toxins; dinoflagellate; paralytic_shellfish_poisoning; dinoflagellates; saxitoxin; temperature; toxicity; salinity; gymnodinium; bloom; toxin_production; light; alexandrium_minutum; hplc,DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; DINO_TAXON; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_tamiyavanichii,DINO_TAXON,climate,ENV_FACTOR,semantic_hypothesis,137.2378292119787,31.0,12,6,2.8542087236364106,0.35294117647058826,529,23,23,alexandrium; dinoflagellate; toxicity; saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; cyanobacteria; paralytic_shellfish_toxins; temperature; toxin_production; sxta; biosynthesis,DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; TOXIN; DINO_TAXON; CYANO_TAXON; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
sxtg,SXT_GENE,warming,ENV_FACTOR,environment_gene_regulation,136.9136149183347,25.0,18,4,4.541913842146075,0.3829787234042553,1044,36,29,saxitoxin; dinoflagellate; alexandrium; toxin_production; nutrient; transcriptome; alexandrium_fundyense; pyrodinium; gonyautoxin; toxicity; bloom; paralytic_shellfish_poisoning; nitrogen; gene_duplication; expression; pyrodinium_bahamense; dinoflagellates; biosynthesis,TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; ENV_FACTOR; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; ENV_FACTOR; TOXIN; ENV_FACTOR; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
harmful_algal_bloom,ENV_FACTOR,lyngbya,CYANO_TAXON,semantic_hypothesis,136.633918814503,21.0,16,7,3.865739895056375,0.3902439024390244,756,36,21,dinoflagellates; saxitoxin; paralytic_shellfish_toxins; hplc; cyanobacterial; cyanobacteria; pyrodinium; alexandrium; toxicity; mass_spectrometry; toxin_production; bloom; gymnodinium; paralytic_shellfish_poisoning; sxta; biosynthesis,DINO_TAXON; TOXIN; TOXIN; DETECTION_METHOD; CYANO_TAXON; CYANO_TAXON; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DETECTION_METHOD; BIOLOGICAL_PROCESS; ENV_FACTOR; DINO_TAXON; TOXIN; SXT_GENE; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
